,Total line losses (W)
0,202.92121595997628
0,198.51566316918348
0,190.89986199959864
0,198.2179089958142
0,200.45696499957006
0,201.78460400129288
0,202.67056399841744
0,202.8906860011269
0,24.279926908493994
0,24.068597600724985
0,186.90912400683888
0,159.68792100007167
0,27.57416699574642
0,25.260843001711493
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,30.512844007643146
0,43.323957890146495
0,43.285274159700464
0,178.7204296035948
0,456.056573603574
0,456.3507638968786
0,1388.6084831518006
0,1707.6046839002402
0,1958.5684421964356
0,2114.5100798994686
0,1973.245533998406
0,781.2256910016032
0,1723.2647931957233
0,1209.2264435994655
0,1592.1881404628884
0,1364.7405800873928
0,1375.9142965410679
0,1357.593093858441
0,1172.4256627544557
0,1673.4927708655919
0,1570.0305590104597
0,1524.861457393417
0,1557.8769402933892
0,1471.8357768243627
0,1334.7722170973016
0,1086.8022244606993
0,945.8356984396725
0,738.8859625447312
0,661.9940355475381
0,522.6467983401344
0,670.8646100419139
0,596.2451041620152
0,604.098376194388
0,838.2629567383153
0,941.3188736438468
0,761.3175594576179
0,890.9712518969419
0,820.3305610050952
0,462.0786550247381
0,979.6200866810173
0,723.7493993058429
0,490.81421139716167
0,475.1179725333704
0,454.2507844118151
0,332.6990362024017
0,330.9988515018629
0,89.97155054252445
0,81.77266973896552
0,31.230588644258678
0,74.17093152196871
0,73.40500551896014
0,149.1474887043011
0,153.85616798689026
0,147.67452323406502
0,151.9659839535005
0,151.88561848778753
0,139.62933680128054
0,147.9156786914884
0,167.34198987969384
0,125.02070303721906
0,167.9786320156702
0,174.29030241589624
0,172.79650300327768
0,167.99663299728203
0,167.99289800638454
0,173.45744198628853
0,172.937288000031
0,174.42774999454045
0,173.4223339929327
0,173.75883300631517
0,174.0768210005058
0,273.098648007782
0,267.5521969961224
0,115.84515670403557
0,147.40340270216345
0,252.68009400937004
0,276.9346620004473
0,142.51312159971593
0,50.470290196022674
0,186.71127499915255
0,167.76549500191322
0,186.17130000120613
0,141.26790999415326
0,90.22977718249334
0,22.023812822957602
0,3.8432187997091978
0,3.78358100708748
0,3.7241722996304447
0,3.665234489992148
0,3.6067697026263676
0,3.5487777989680565
0,3.4912578980451183
0,3.434209899767583
0,3.3776337956221036
0,3.3215305979076017
0,3.2658992946185856
0,3.210739797269479
0,3.1560522012957994
0,3.101836500492686
0,3.048092501210657
0,2.9948204073959697
0,2.9420210970579492
0,2.8896925952518484
0,2.8378348945448475
0,2.7864498991056936
0,2.735535697868286
0,2.6850941939727346
0,2.6351223876681775
0,2.585623398526179
0,2.5365951024040023
0,2.4880374057660135
0,2.4399514984962516
0,2.3923371037963963
0,2.3451934996605224
0,2.2985204996245066
0,2.252318097339045
0,2.2065872936093873
0,2.161327094258175
0,2.1165375000650726
0,2.0722194035860295
0,2.028371004675122
0,1.9849939995897898
0,1.942087607238123
0,1.8996508040434112
0,1.857685392354064
0,1.8161895000965746
0,1.7751640916236828
0,1.734609202686691
0,1.6945246974375425
0,1.6549096967933998
0,1.6157650931904954
0,1.5770908962343944
0,3.4980800000217793
0,99.33490000169012
0,6.069245098765973
0,90.5601999986575
0,90.11334999931417
0,95.28036999661154
0,96.21224000800926
0,5.917844699398163
0,90.71053999745236
0,96.20818000586985
0,96.36806000830774
0,93.14001000083024
0,145.74284999970456
0,179.71685100795108
0,336.18284499821533
0,632.0645219954753
0,630.2453310071976
0,251.28165660070823
0,443.01528250341954
0,1023.852992302428
0,1338.2978665931303
0,1327.5418378033519
0,1304.6491281968563
0,1375.6372540012812
0,1540.0403835994055
0,826.0994365401383
0,1442.4173685038402
0,1966.4956549906692
0,1243.3001705025079
0,2121.7793333699174
0,2383.5819208686244
0,1794.3816813588614
0,1599.445464060504
0,1596.9722918980426
0,707.5371955025712
0,1668.8207217346348
0,848.7319455113532
0,787.4195561063638
0,589.6168608059307
0,861.9609322836568
0,564.8188293745118
0,640.1988326478153
0,593.0105618865105
0,695.2892707598086
0,527.0747380177177
0,794.1328157484977
0,775.026063143721
0,688.677503459355
0,443.17547270312605
0,347.5947128425029
0,302.729013372886
0,394.5915516650063
0,247.89065253262575
0,390.2199649866506
0,252.79916963311308
0,228.2276023930905
0,198.59597748710613
0,133.24752857849418
0,95.11147307452072
0,34.618373212660856
0,12.342200172779293
0,3.6810736429904307
0,28.72632754837402
0,25.631028199664286
0,23.06479553944887
0,7.020886635438383
0,3.622425576966204
0,1.6642809241363454
0,0.3771643951287906
0,0.3771617850259118
0,0.09010400610261479
0,0.09010386431630243
0,0.09010384794892509
0,0.09010384794892509
0,0.09010384794892509
0,0.09010384794892509
0,0.09010384794892509
0,0.09010384794892509
0,0.09010384794892509
0,0.09010384794892509
0,0.09010384794892509
0,0.09010384794892509
0,0.09010384794892509
0,0.09010384794892509
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,83.07678500655771
0,77.00408800331192
0,77.00004100471098
0,77.0000410059687
0,76.45944599954339
0,82.2326929927845
0,37.4023050007554
0,81.95588500340233
0,86.6368180066636
0,153.79661299621466
0,160.31709199482935
0,115.70980199860264
0,91.74546199454932
0,86.7764840030446
0,5.541375494338502
0,86.4938639952281
0,86.78423599822369
0,87.07263800392542
0,86.49698999795993
0,86.4965509900325
0,81.40189699303978
0,81.11993899490174
0,16.070956994294672
0,81.39657599779322
0,86.63638899911263
0,91.75003799679972
0,45.48692300028381
0,92.34702300990295
0,92.19970200284696
0,92.34815899941344
0,5.541444895057447
0,92.0478499949073
0,91.75447999506677
0,91.75424499917321
0,91.75424500484966
0,91.75424499433171
0,40.85373999419305
0,13.60927380708458
0,11.663961297515975
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,63.710130157723796
0,94.38550401094749
0,96.12324300522218
0,96.08133299505015
0,95.2624359980932
0,56.837597997822726
0,44.85547999842798
0,39.068087998591935
0,36.57787200693116
0,12.975058896787075
0,3.31019032557445
0,3.341663613101896
0,1.9538819316519145
0,0.30860069434596055
0,35.17756599463364
0,20.158369614073354
0,21.71120370646636
0,51.70961302195653
0,186.04066605101434
0,185.40001890124026
0,119.2894168734197
0,115.91378148714546
0,84.55055049555779
0,54.378021704405676
0,61.54361773423955
0,54.576419709588656
0,54.60671887052932
0,54.60748670099336
0,144.98703741734337
0,232.87452708084803
0,228.12819551134302
0,216.5866799508672
0,85.60534650745387
0,85.88143901858061
0,60.83411835777064
0,86.03091878117598
0,87.48262349268462
0,53.0518997549664
0,50.39841581477188
0,24.18383262651611
0,24.260969147065993
0,24.03167162617507
0,24.260934160350235
0,24.491408657807963
0,23.917711000713375
0,23.841464989889737
0,24.14642900128579
0,24.453445003262985
0,24.146558999895596
0,7.098259006099815
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,0.05749313165185943
0,16.61914399814535
0,3.8988864007533444
0,73.62763199224548
0,69.97929798905577
0,56.92693309150917
0,0.9721388984754699
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,37.52994300178534
0,47.188070998406296
0,46.861954994805046
0,46.86386099941251
0,47.513871994954926
0,45.266077003804035
0,47.0103430080021
0,47.513877001463975
0,47.29750399592652
0,47.06006699166657
0,47.35135399845402
0,7.895576802590127
0,30.448521004324366
0,29.570702002815747
0,8.09015380140634
0,7.942606793448119
0,29.939778999159802
0,30.330796998431175
0,30.076419999388246
0,29.87350899766622
0,30.33077299904662
0,7.895502000233466
0,30.32092700237336
0,30.178090998044382
0,29.949519999452498
0,30.20341500351271
0,29.570626004835333
0,30.33067400095598
0,7.325797202765083
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,8.080497602208812
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,24.0318139973077
0,26.682772002649937
0,90.63912299623148
0,11.486299894502308
0,86.30085699968267
0,88.8295229985764
0,25.794139794634077
0,25.832346608504327
0,89.91545799577392
0,67.22354999476148
0,67.86686999791395
0,67.2145700006157
0,4.081456897980904
0,-1.3979526757999997e-08
0,233.00200000478873
0,67.73980000113937
0,-1.3979526757999997e-08
0,230.51391599838072
0,427.89617899791284
0,285.9711130002894
0,286.8821380057177
0,287.83547499995785
0,450.738619995911
0,160.40060099940138
0,144.09997799362097
0,152.252229999254
0,73.63242929228896
0,134.47861099963296
0,105.52537699900151
0,98.21763899855449
0,91.17266499258504
0,66.34719999793506
0,159.382370004263
0,105.90953798796366
0,160.4378699981961
0,149.74863000272276
0,155.44398000690032
0,147.00767000353122
0,158.5912300064487
0,157.52779000693283
0,163.4845717075293
0,151.1456360063063
0,126.43806999719831
0,120.47571000768997
0,67.21653000202568
0,67.47491999626311
0,67.54028000108627
0,63.36639999606087
0,62.52525999837854
0,67.646799997289
0,66.24160999636044
0,58.617169997829784
0,59.324669994528044
0,54.443500005257064
0,54.63679999495472
0,55.02804999928976
0,52.41530000869078
0,53.278139996658105
0,59.22072999594585
0,239.3390620055142
0,38.039260700383814
0,226.7591259963941
0,227.78507000337478
0,228.44762199332052
0,227.61769999408483
0,218.40437900004724
0,221.83142300037665
0,88.18599180492636
0,238.17285699901055
0,241.10339200328397
0,243.25863200502653
0,243.48225399931337
0,241.31967799885842
0,242.00482000272248
0,241.1919500016594
0,14.73741759140831
0,243.44199699675852
0,243.80895700305953
0,243.70033900630105
0,243.91831800196073
0,241.90291999794002
0,242.7578539970137
0,243.4045679970668
0,241.80813400157345
0,242.33162400548437
0,240.17703600372607
0,36.78250619959603
0,243.00846399710977
0,243.13444399498007
0,243.04787399926917
0,242.119281993124
0,66.43247969865408
0,240.00183700004496
0,77.75801740302079
0,3.3252565978909288
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,22.029804997771542
0,22.317091003917128
0,22.317146002259495
0,22.31714599353138
0,22.2451720029538
0,22.317130001976953
0,118.47051700245093
0,228.08612300523617
0,225.4956660016238
0,123.01616799702288
0,123.62658599824422
0,184.04021300121207
0,49.48790519651952
0,379.8319970006623
0,252.4293161030408
0,578.6897363047839
0,1116.8537434923576
0,2055.6314042009717
0,2764.234662799562
0,2177.9112494165715
0,2602.0452899074326
0,2357.6720012765145
0,1832.6344484761855
0,2526.3871387536224
0,1948.7554956770728
0,2267.2769550798675
0,1278.2251453795495
0,2146.1185882270297
0,714.0759550228173
0,470.3584837683461
0,2720.3285933271363
0,1330.483159944983
0,854.4956168724813
0,1044.859789231214
0,1517.4892417023996
0,2131.8848628961046
0,1692.0973948000778
0,1382.6928678980805
0,1380.6780637001966
0,1637.344104504272
0,2727.9523397993603
0,2032.0019690050665
0,1145.1063699972606
0,2339.3312451595634
0,305.6298764424294
0,310.7743093995395
0,513.4860821913558
0,741.3108426929974
0,1392.0250474728398
0,951.4800072723089
0,549.6373672781457
0,1011.8195398846532
0,456.9344409892044
0,1442.7597855038675
0,648.6887749480788
0,565.8700455129067
0,444.474403897629
0,627.3929722695493
0,141.16986288937775
0,222.5367444493221
0,82.19226218324233
0,135.46124913813713
0,262.45678388984726
0,127.67191638049027
0,67.61882837014991
0,64.8550788307986
0,64.50729548851086
0,25.75672106888343
0,162.75385407879148
0,181.79215339124832
0,165.53714615487849
0,26.543916397657664
0,38.084940181422596
0,147.64003549657522
0,53.44645740034661
0,139.41200700124247
0,56.09043400040157
0,183.34295499658296
0,108.07280999805913
0,88.38079299886007
0,47.26972380070535
0,45.84560200911813
0,44.520201000802686
0,44.15342399737697
0,44.57580199377659
0,44.479755000390554
0,44.73940200030957
0,44.58350599885132
0,44.40441700177031
0,44.21001699945477
0,24.064759001999015
0,17.485310213988182
0,17.597700999769735
0,17.160912992753804
0,17.466032989181624
0,17.269576004625765
0,17.378576000635572
0,16.998522000476854
0,17.378548996776818
0,17.37858900198258
0,5.231581994052937
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,74.12168000156672
0,79.08492999546203
0,5.768176506919662
0,94.97296000660145
0,95.79924999775139
0,89.967840009991
0,83.35688000373929
0,17.051731997252386
0,103.02474010278996
0,107.48485499810728
0,262.9291849998602
0,259.6017399966911
0,261.96074800150876
0,137.3188102036247
0,126.2225670993675
0,258.87012750052435
0,866.3391528963174
0,1161.0132106639908
0,1167.1706642541142
0,1941.4820903713583
0,1068.7141663801417
0,1839.754804736407
0,1907.6584016896263
0,2087.895431825787
0,1985.7541093070386
0,1439.7732171922498
0,2582.8909563692123
0,518.9277500027996
0,593.833441888516
0,937.5926987240296
0,1302.8622909832511
0,1241.1663342764996
0,1313.0216771608145
0,959.2281237100614
0,1166.1591016552416
0,1075.8413411693969
0,1509.90793923833
0,1095.2189507659878
0,1579.432845004071
0,579.2725599940123
0,622.6143562768235
0,2124.7590370758526
0,1349.9548024636638
0,1542.533091634783
0,540.0946054093205
0,343.85588760779433
0,507.77671673278456
0,519.8098288980237
0,337.5377015513632
0,493.32531121010487
0,533.5368059301804
0,264.29628456561665
0,456.79946594437047
0,413.9779956231254
0,406.4760526341253
0,387.6406893444233
0,376.3509941237882
0,359.2475325776531
0,346.42793206111276
0,299.24343809166913
0,186.29425492091866
0,26.361542811644384
0,11.308244256261128
0,29.0925619274953
0,29.27939939812872
0,28.838594691328378
0,133.21227630274876
0,122.15475973888054
0,186.52895468170632
0,173.62420552866112
0,121.40880340728476
0,111.04471126343503
0,114.18835877282987
0,101.81955770009725
0,124.3027080778343
0,35.86662464581509
0,12.78668378781781
0,35.87769920467665
0,35.99388342659676
0,36.060963395453776
0,29.448343456005123
0,35.386947161757796
0,53.75254916505991
0,205.6239032831495
0,205.26527622228699
0,200.05040664882625
0,181.00092194163608
0,297.4796670780295
0,283.3916710530949
0,223.61321951942716
0,296.81685110262566
0,179.72430750444266
0,295.8505932055156
0,254.3344033934484
0,119.98218503253763
0,102.05198558621044
0,114.28900916977705
0,112.35713199066284
0,113.13539300645591
0,24.002282998441327
0,4.652478001931697
0,4.652127002401781
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
0,-1.3979526757999997e-08
